,Unnamed: 0,0
266,266,@basak_sanam Just wow.  Shows ur love for bhaijaan
267,267,"Abusing everyone wont affect collections of #Race3 

I feel Bhai shd let director direct him not vice versa. 

Abba… https://t.co/OjORirahkW"
268,268,@imgajabsingh Thanks buddy
269,269,"RT @aamir_khan: Hi Salman, I haven’t seen it yet, but I am sure that me and my family are going to love Race 3 ! 
Love you personally and p…"
271,271,"#Race3 collected very good 26 cr nett on Day 1. This is despite Pre Eid period. 

Today and tomorrow must be HUGE"
272,272,RT @LakhaniZakir: @KRKBoxOffice @BeingSalmanKhan Me after watching Race 3. https://t.co/sVsdCDGLxR
273,273,@basak_sanam Thats so sweet of you madam ji. Thanks
274,274,Lots of chutiyas abusing people who gave BAD review of #Race3 but they forget its SALMAN KHAN film. Sure to cross 💯 cr weekend
276,276,"But when Salman bhai is distributing the film himself then there is NO LOSS. only PROFIT in #Race3 

Cool."
277,277,"RT @taran_adarsh: #OneWordReview...
#Race3: DISAPPOINTING.
Rating: ⭐️⭐️
All that glitters is not gold... Remo D’souza misses the golden opp…"
278,278,@ManojKu44515951 Maja nahi aaya dost
281,281,Gained 61 followers and lost 37 (stats by https://t.co/ZIgtIQhsJR)
282,282,"Bhaijaan, i just have one suggestion for you,
Logon ke hath me sirf bandook dene se action movie nahi banta bhai 🙏

#Race3"
283,283,"#EidMubarak to all Muslims across the world and my fellow Indians.

God bless you all 🙏🙏🙏🙏"
284,284,"@basak_sanam Wish you a very happy #Eid Sanam Ji. 
May Allah bless you with everything you deserve. 

Thanks for the wishes. 🙏🙏"
285,285,"Good morning guys. 
#race3 day 😃😃😃 https://t.co/0zrsdUsOKB"
286,286,"#Race3 review :
Action Bonanzaa with great twists and turns. 
Salman is BACKBONE and Extraordinary 
Anil &amp; Bobby r… https://t.co/G5yPpSOFvT"
287,287,Bhai ye kab bola??? 🤪🤪🤪😂😂😂 https://t.co/UTie6cwzJo
288,288,Welcome to my new 23 followers and goodbye to 4 unfollowers (FREE stats by https://t.co/bpLMmfMPZE)
289,289,"RT @BeingSalmanKhan: Come fall in Love ! 

https://t.co/61GUTtZzSO

@aaysharma @Warina_Hussain @abhiraj21288 @SKFilmsOfficial #LoveratriTea…"
290,290,"RT @KapilMishra_IND: गुड मॉर्निंग दोस्तों

अभी नींद खुली एक फ़ोन से, पहाड़गंज में पानी नहीं हैं।

सुबह 4 बजे पानी आता है सिर्फ 20 मिनट, पर…"
291,291,"😂😂😂😂😂😂👍

Bhai ye bande me hai dum https://t.co/f2RPhrBvPT"
292,292,Abe 30 lac se aage to badh. https://t.co/TEe5KIYf6k
293,293,"RT @taran_adarsh: New installment in #TheConjuring series... Poster of #TheNun... 7 Sept 2018 release in English, Hindi, Tamil and Telugu.…"
294,294,Look at the poll results guys in uae 🇦🇪 people are very excited about only #Race3 https://t.co/wK8uEFmSPf
295,295,"51% people already booked ticket for #Race3 and rest will book on the same day. 😃😃

Fair enough. 🙏🙏🙏👍👍👍 https://t.co/Wv1qB3pcwJ"
296,296,"Dont worry guys. Forget all negativity around #Race3  
This film gonna rock for at least 2 weeks till #Sanju arrive… https://t.co/Vqa8UuTSzg"
297,297,Abe kya chutiyapa laga rakha hai. https://t.co/Wv1qB3pcwJ
298,298,RT @taran_adarsh: Presenting the first look posters of #YamlaPaglaDeewanaPhirSe... Teaser out tomorrow... 15 Aug 2018 release. https://t.co…
299,299,"RT @taran_adarsh: #Race3 certified 12A by British censors on 13 June 2018. Approved run time: 158 min 30 sec [2 hours, 38 minutes, 30 secon…"
300,300,"😂😂😂😂😂

True that. This guy Kejriwal never works. Delhi will kick him out soon. https://t.co/AWD0B0ScUC"
301,301,"Bhai fans,
Great news for you,

#Race3 advance booking for Friday crossed huge 25 crores. 
40cr day 1 on cards. 

C… https://t.co/7hucajFZsf"
302,302,"17 Followed, 5 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
303,303,"Film might be good but poster is really BORING. 
 #Gold"
304,304,@me_etika Ohh really.  To jinko julaab lag gaye hai unke toilet me laga do 😂😂👍
305,305,"Lets have a poll. 🤙🤙

Did you book your tickets for #Race3 ??
#"
306,306,To frame kar ke laga le ghar me aur roj hath jodate ja lukhhe https://t.co/TvjTQ6EftQ
308,308,"RT @KapilMishra_IND: संघर्ष बड़े से बड़े
सोफ़े पर पड़े पड़े https://t.co/LE4yQjO0dE"
309,309,"RT @KapilMishra_IND: 24 घण्टे से घुंघरू सेठ धरने पर

ना जनता आयी, ना कार्यकर्ता

जरा धमकी देखों - कांग्रेस ने मदद नहीं कि तो  केजरीवाल राज…"
310,310,"RT @KapilMishra_IND: आदरणीय CM साहब

24 घण्टो में आपको समझ आ ही गया होगा, आपके एक सोफ़े पर पड़े रहने से दिल्ली वालों की जिंदगी पर ""घन्टा""…"
312,312,"14 Followed, 7 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
313,313,"If you clearly observe, this guy Shri Arvind Kejriwal is laughing and someone asked to take this photograph just fo… https://t.co/6HCVx3PwEv"
315,315,"RT @ANI: #WATCH Congress President Rahul Gandhi talks about origins of the Coca-Cola &amp; McDonald's company, says, ""Coca-Cola company ko shur…"
316,316,"RT @KapilMishra_IND: अगर दिल्ली पूर्ण राज्य होता तो दिल्ली को लंदन, टोक्यो, पेरिस बना देता - केजरीवाल

अर्थात

(जब तक पूर्ण राज्य नहीं तब त…"
318,318,"RT @KapilMishra_IND: Massive Expose 

डोर स्टेप राशन डिलीवरी -  फ़ाइल तीन महीने से केजरीवाल के मंत्री इमरान हुसैन की टेबल पर पड़ी हैं

इसी…"
319,319,"RT @KapilMishra_IND: केजरीवाल की तीनों मांगे झूठी

1. दिल्ली में IAS अफसरों की हड़ताल नहीं हैं

2. राशन की फ़ाइल मंत्री इमरान के पास है

3.…"
320,320,सायंस कहता है की इंसान की आधे से ज़्यादा ज़िंदगी नींद में जाती है लेकिन अपने केजरीवाल जी की ज़िंदगी धरना धरने में जाती है 🤪🤪🤪🤪😂😂
321,321,"केजरीवाल जी आइफ़ोन यूज़करेंगे , ऐडिदास की टीशर्ट यूज़करेंगे लेकिन चप्पल हमेशा संडास जाने वाली ही पहनेंगे 🤪🤪🤪

देख… https://t.co/fuLaPskMsu"
322,322,"According to sources, #Race3 action is too mind blowing and car sequences are just awsome."
323,323,"Good morning people.  

Come join me for a walk 🏃‍♂️🏃‍♂️"
324,324,See aukaat.   Increase yours 😎😎 https://t.co/2AIp6BKEEE
325,325,"My week on Twitter 🎉: 199 Mentions, 9.07K Mention Reach, 1.76K Likes, 295 Retweets, 66 New Followers. See yours wit… https://t.co/nRuqKciFw9"
327,327,"Breaking :

Bhai fans,
Advance booking of #Race3 in gulf is mind boggling.  
Expect a hurricane at the box 📦 office 🙏🙏🙏🙏

Nacho bc 😂😂"
329,329,RT @SumitkadeI: #Race3 advance booking at limited single screens across India is FANTASTIC. Film will definitely take very good opening.  @…
330,330,"#AccordingToRahulGandhi

This is XRay of Shri Arvind Kejriwal 😂😂😂 https://t.co/Q82g4inWXj"
331,331,RT @SmokingSkills_: Starbucks owner #AccordingToRahulGandhi 😂 https://t.co/zs8VnBojXE
332,332,"#AccordingToRahulGandhi

This is mask for all viruses 🤪🤪🤪😜😂😂😂 https://t.co/QWR9a6K8cc"
333,333,"RT @Shehzad_Ind: #AccordingToRahulGandhi 

Founder of Gillette Mach3 https://t.co/agBkoORS7x"
334,334,Last 24 Hours = 13 Followers and 2 Unfollowers (stats by https://t.co/ZIgtIQhsJR app)
335,335,"This is a great great mind blowing REFORM by Modi govt. 

No UPSC for those who have the experience and abilities.… https://t.co/ylwESSw9Ya"
336,336,RT @ANI: Delhi High Court allows Delhi MLA Kapil Mishra to file a petition against CM Arvind Kejriwal. Mishra has said in the petition that…
338,338,RT @ndtv: Delhi High Court allows Delhi MLA Kapil Mishra to file a petition against Chief Minister Arvind Kejriwal. Mishra has said in the…
339,339,"Our biggest fans this week: @BeingWazir, @arindampanda4, @Kaaala_Khatta. Thank you! via https://t.co/YW3ZTgIYAP https://t.co/gqE3hinHJF"
340,340,Good night folks.  Love 💕 you all. 🙏🙏🙏 https://t.co/7y3q7H9b8C
341,341,"RT @KapilMishra_IND: क्या पानी देने के लिए पूर्ण राज्य चाहिए -नहीं

सड़क के लिए  - नहीं

अस्पतालों के लिए  - नहीं

स्कूलों के लिए  - नहीं…"
342,342,Latest Stats = 24 Followers and 9 Unfollowers (tracked by https://t.co/ZIgtIQhsJR)
344,344,If Raju sahab is trying hard to portray #Sanju life as someone from to take an inspiration then they are absolutely… https://t.co/KklrETQgJf
347,347,"सड़ जी , मैं आपको चैलेंज करता हूँ, आप बास १ महीना बिना किसी आरोप किए काम कर के दिखाओ। 
कठिनाइयों का सामना तो रास्ते… https://t.co/GvUrn7NxeT"
348,348,"Goood and cool Sunday morning guys. 

Dont booze have laugh."
349,349,"Everyone will definitely miss #YahooMessanger as 20 years ago it was only JARIYA to meet girls 🤪🤪🤪🤪
Chahe udhar lad… https://t.co/D1HlkM2JrY"
350,350,"यार तो हद है भाई साहब? बाथरूम के टाइल्ज़ भी नहीं छोड़े? लोगों का पैसा था साहब आपकी जेब का नहीं। 

हद हो गयी यार आज… https://t.co/rnmvzUxZDt"
351,351,"ग़ज़ब की बात है , जब शिला जी की सरकार थी तब तो मैंने कभी पानी , बिजली का रोना नहीं सुना था दिल्ली में।  अब अचानक क्या हो गया केजरीवाल ??"
352,352,Last 24 Hours = 23 Followers and 4 Unfollowers (stats by https://t.co/ZIgtIQhsJR app)
353,353,Bwhahahaha.  What a humour bro 🤪🤪🤪🤪😂😂😂🤪 https://t.co/wq3c9LolY5
354,354,"RT @KapilMishra_IND: Dear @ArvindKejriwal 

आप लगातार सदन से गायब हो

अगर आज भी नहीं आये तो मैं कोर्ट में जाऊंगा
कि CM को सदन में आने का नि…"
355,355,"RT @KapilMishra_IND: Dear @ArvindKejriwal - Attend Delhi Assembly today or I will see you in the court.

You have less than 10% attendance…"
356,356,"Isnt this a big chutiyapa. Concentrate on cricket than beard. Ghar ki kheti hai yaar 🧔🏻

#ViratBeardInsurance"
357,357,"Congratulations Indian cricket team for defeating pakistan by 7 wickets. 

We are proud of you. 🙏🙏🙏
#INDvPAK"
358,358,"Good morning twwetos. 
Have a great weekend https://t.co/mwQkgLnA6F"
359,359,Hope #Sanju justify public demand. https://t.co/31LG2YV6tr
361,361,Bwhahaha.  Reality of today 🤪🤪🤪😂😂😂😂 https://t.co/WhYTc3JsUl
362,362,RT @taran_adarsh: IT'S OFFICIAL... Amitabh Bachchan to star in #Sairat director Nagraj Manjule's first Hindi movie #Jhund... Will essay the…
363,363,Gained 17 followers and lost 8 (stats by https://t.co/ZIgtIQhsJR)
364,364,@basak_sanam Bass dua me yaad rakhna 😊 thanks
365,365,"There is NO competition bet Akki and Salman even in China too. 

#TEPK released on 14000 screens in china but going… https://t.co/Ayed0nP2B2"
366,366,RT @BeingSalmanKhan: Party Chale On ! Song ka link - https://t.co/gbkANVRBsT …  @Asli_Jacqueline @AnilKapoor @thedeol @ShahDaisy25 @Saqibsa…
367,367,"So Haryana govt asking athelets to give away their 1/3rd income. 

Wow. Why cant a CM And all MLA’s give away their… https://t.co/jVqRNIkG4P"
369,369,"Petrol Diesel prices reduced by 80 paise in 9 days. 

Guys, invest these 80 Paise in Mutual funds as म्यूचूअल फ़ंड्… https://t.co/NPEiGwu8yA"
370,370,"When Modiji say, petrol ke daam kam huye ki nahi huye 🤪🤪🤪🤪 https://t.co/PsHqLc3WBX"
371,371,"Goood morning folks. 
Come with me for a jog 🏃‍♂️🏃‍♀️

Happy Friday guys."
372,372,Good night guys. Take care while crossings road in India 🤪🤪🤪 https://t.co/zfgrOqh57z
373,373,"Guys,
Are you really interested to watch Sanjay dutt as Dharmatma or REAL biography?
#Sanju #DuttBiopic"
375,375,"@basak_sanam Yep.

Your previous dp was great. Just FYI"
376,376,"@basak_sanam Exactly sanam. If bhai can never kiss a women on screen, if he never asked actresses to expose, i can… https://t.co/XoCjr2OvGh"
378,378,Congress ki dhadkane badhi huyi 🤪🤪🤪🤪😂😂#PranabRSSMeet
379,379,@SamiaBelghomari SUPER HIT
381,381,"9 Followed, 4 Unfollowed me (monitored by https://t.co/ZIgtIQhsJR)"
382,382,RT @atulmohanhere: One rain and the lane is flooded. Just because this is small private road #BMC won't do anything? Societies in this lane…
383,383,"I have a honest advisor for you,

Never believe anything till you actually see https://t.co/Na633WFBEI"
385,385,Thats why Bhai is much loved out of all by every member of family especially womens and girls #Race3ThisEid #Race3 https://t.co/VB3f1kMnQI
386,386,"Guys, now just #8DaysToRace3 😀😀😀😀😀  bhai Edi lene jaroor ayega"
387,387,Tereko hai to kar le aur baad me mere ghar kaam karne aaja 👈🏻 https://t.co/7mBewIKMpC
388,388,"Congress is doing unnecessary politics over #PranabAtRSS meet. 

As per constitution, Ex president dont belong to a… https://t.co/CnqulNInDI"
390,390,"Good morning people.  

Doing a morning walk. R u?"
391,391,🙏🙏🙏👍👍💪 https://t.co/3boVEedUFI
392,392,"You are rockstar SRK 🤪🤪
 #AskSRK"
393,393,Last 24 Hours = 12 Followers and 6 Unfollowers (stats by https://t.co/ZIgtIQhsJR app)
394,394,"#9DaysToRace3 

Are you excited guys?
RT if yes and like if No 👍👍👍

Start votes now. #Race3 
@BeingSalmanKhan"
395,395,"Mark my words , #Super30 will be surprise for all @iHrithik fans. 

Reports are very great. Expect superb acting and great story. 🤙🤙🤙"
397,397,"RT @tipsofficial: Jis Race ka Sikander @BeingSalmanKhan ho, us Race ko shuru karne ka waqt aa gaya hai! 🏁
#10DaysToRace3
 @Asli_Jacqueline…"
398,398,https://t.co/jGKlqEwjB8
399,399,"RT @KapilMishra_IND: Dear CM, this is called Hallucinations -  A perception of having seen, heard, touched, tasted or smelled something tha…"
